1.031700e+04 1.059922e-02
1.047100e+05 5.931000e-01
1.045700e+06 2.582333e+01
8.213800e+06 6.017222e+02
1.046200e+07 8.212000e+02
4.165900e+07 5.901444e+03
1.317600e+08 2.901333e+04
2.626900e+08 7.428778e+04
2.722000e+08 7.734444e+04
2.950800e+08 8.330889e+04
5.249600e+08 1.815556e+05
8.321200e+08 3.376667e+05
1.319100e+09 6.270333e+05
1.413200e+09 6.599222e+05
1.531900e+09 7.353444e+05
1.660900e+09 7.984222e+05
2.090800e+09 1.086989e+06
2.632400e+09 1.479778e+06
3.088100e+09 1.832444e+06
3.315100e+09 1.929889e+06
5.255200e+09 3.573444e+06
8.332000e+09 6.614000e+06
1.128500e+10 9.915667e+06
1.261500e+10 1.097944e+07
1.663500e+10 1.588111e+07
2.094700e+10 2.159667e+07
2.762200e+10 3.123000e+07
3.171800e+10 3.567889e+07
4.182800e+10 5.159222e+07
5.267300e+10 7.014667e+07
6.326900e+10 8.955111e+07
6.946200e+10 9.587222e+07
9.795500e+10 1.515444e+08
1.052000e+11 1.651889e+08
1.271100e+11 2.125000e+08
1.403500e+11 2.233444e+08
1.829900e+11 3.179556e+08
2.006700e+11 3.448889e+08
2.358400e+11 4.276111e+08
2.616300e+11 4.909667e+08
2.836400e+11 5.229111e+08
3.411200e+11 6.684889e+08
4.055600e+11 8.416222e+08
4.372100e+11 8.620222e+08
5.011872e+11 9.286085e+08
5.041765e+11 9.317925e+08
5.071836e+11 9.350018e+08
5.102086e+11 9.382367e+08
5.132516e+11 9.414973e+08
5.163128e+11 9.447839e+08
5.193923e+11 9.480967e+08
5.224901e+11 9.514358e+08
5.256064e+11 9.548015e+08
5.287413e+11 9.581940e+08
5.318949e+11 9.616135e+08
5.350673e+11 9.650602e+08
5.382586e+11 9.685344e+08
5.414690e+11 9.720362e+08
5.446985e+11 9.755659e+08
5.479472e+11 9.791237e+08
5.512154e+11 9.827098e+08
5.545030e+11 9.863244e+08
5.578102e+11 9.899679e+08
5.611372e+11 9.936403e+08
5.644840e+11 9.973419e+08
5.678508e+11 1.001073e+09
5.712376e+11 1.004834e+09
5.746447e+11 1.008625e+09
5.780721e+11 1.012446e+09
5.815199e+11 1.016297e+09
5.849883e+11 1.020179e+09
5.884773e+11 1.024092e+09
5.919872e+11 1.028036e+09
5.955180e+11 1.032011e+09
5.990699e+11 1.036019e+09
6.026429e+11 1.040058e+09
6.062373e+11 1.044129e+09
6.098531e+11 1.048232e+09
6.134905e+11 1.052369e+09
6.171495e+11 1.056538e+09
6.208304e+11 1.060740e+09
6.245332e+11 1.064976e+09
6.282582e+11 1.069245e+09
6.320053e+11 1.073549e+09
6.357748e+11 1.077887e+09
6.395668e+11 1.082259e+09
6.433814e+11 1.086666e+09
6.472187e+11 1.091108e+09
6.510789e+11 1.095586e+09
6.549622e+11 1.100099e+09
6.588686e+11 1.104648e+09
6.627983e+11 1.109233e+09
6.667514e+11 1.113855e+09
6.707282e+11 1.118514e+09
6.747286e+11 1.123210e+09
6.787529e+11 1.127943e+09
6.828012e+11 1.132713e+09
6.868737e+11 1.137522e+09
6.909704e+11 1.142369e+09
6.950916e+11 1.147255e+09
6.992374e+11 1.152179e+09
7.034078e+11 1.157143e+09
