1.e-11	6.245004513516506e-17	5.00000011185997e-9
1.5e-11	1.249000902703301e-16	7.500000218096936e-9
2.e-11	2.1510571102112408e-16	9.999974706827711e-9
2.5e-11	3.191891195797325e-16	1.2500000486082019e-8
3.e-11	4.3021142204224816e-16	1.5000000658238477e-8
3.5e-11	5.48172618408671e-16	1.7500000851211617e-8
4.e-11	6.800116025829084e-16	2.0000001065001438e-8
4.5e-11	8.534839501805891e-16	2.2500001264913472e-8
5.e-11	9.922618282587337e-16	2.500000150645887e-8
5.5e-11	1.1796119636642288e-15	2.7500001782698735e-8
6.e-11	1.3739009929736312e-15	3.0000002065877496e-8
6.5e-11	1.5404344466674047e-15	3.2500002362934044e-8
7.e-11	1.762479051592436e-15	3.500000267386838e-8
7.5e-11	1.3988810110276972e-14	3.7499990948942236e-8
8.e-11	2.192690473634684e-15	4.000000333043152e-8
8.5e-11	2.4424906541753444e-15	4.25000037038159e-8
9.e-11	2.6922908347160046e-15	4.500000403556692e-8
9.5e-11	2.942091015256665e-15	4.750000444364577e-8
1.e-10	3.2057689836051395e-15	5.0000004823969046e-8
1.5e-10	6.286637876939949e-15	7.500000949456354e-8
2.e-10	1.0172418463127997e-14	1.0000001528231994e-7
2.5e-10	1.4752088439706768e-14	1.2500002220805495e-7
3.e-10	1.9147487874300578e-14	1.5000003092555962e-7
3.5e-10	2.5895952049381776e-14	1.7500003890447147e-7
4.e-10	3.23491233800155e-14	2.0000004855025288e-7
4.5e-10	4.976574707882264e-14	2.250000486530294e-7
5.e-10	4.6879167214797235e-14	2.5000007042308425e-7
5.5e-10	5.5039306445792135e-14	2.750000825391119e-7
6.e-10	8.198997036856781e-14	3.000000769440174e-7
6.5e-10	7.263634138610087e-14	3.250001090332466e-7
7.e-10	8.221201497349284e-14	3.500001233974759e-7
7.5e-10	9.220402219511925e-14	3.7500013845559454e-7
8.e-10	1.0272338535344261e-13	4.0000015412433587e-7
8.5e-10	1.1364520435819259e-13	4.2500017052859995e-7
9.e-10	1.24983356997177e-13	4.5000018758512006e-7
9.5e-10	1.367933544216271e-13	4.7500020523838504e-7
